Experiment Name,Trial Id,Trial Name,Pass Data (PassID, If Player Fired, Time Player Shot, Min Distance B Proj and Asteroid)
Experiment,1,Diagonal Trial,(1; 1; 1.523771; 1.115214) (2; 1; 1.491558; 1.286232) 
Experiment,1,Diagonal Trial,(1; 1; 1.491558; 1.286232) 

