Experiment Name,Trial Id,Trial Name,Pass Data (PassID, If Player Fired, Time Player Shot, Min Distance B Proj and Asteroid)
Experiment,1,Diagonal Trial,(1; 1; 1; 1.8886; 1.347133) (2; 1; 1; 1.375034; 1.407208) 
Experiment,1,Diagonal Trial,(1; 1; 1; 1.375034; 1.407208) 

