Experiment Name;Trial Id;Trial Name;Pass Data (PassID, If Player Fired, Time Player Fired, Min Distance Proj and Asteroid)
Experiment;1;Diagonal Trial;(1; 1; 1; 2.170234; 0) (2; 1; 1; 0.9771166; 0) 
Experiment;1;Diagonal Trial;(1; 1; 1; 0.9771166; 0) 

